gene_symbol	gene_symbol_long	_identifier	primary
PPR8	Pentatricopeptide-Repeat protein gene 8	glyma.Wm82.gnm2.ann1.Glyma.01G234100	1
GRF2	growth-regulating factor gene 2	glyma.Wm82.gnm2.ann1.Glyma.01G234400	1
PPR9	Pentatricopeptide-Repeat protein gene 9	glyma.Wm82.gnm2.ann1.Glyma.01G236000	1
PPR10	Pentatricopeptide-Repeat protein gene 10	glyma.Wm82.gnm2.ann1.Glyma.01G237100	1
BTB004	BTB gene 4	glyma.Wm82.gnm2.ann1.Glyma.01G239200	1
HIDH	2-hydroxyisoflavanone dehydratase gene	glyma.Wm82.gnm2.ann1.Glyma.01G239600	1
KAPP2	kinase-associated protein phosphatase gene 2	glyma.Wm82.gnm2.ann1.Glyma.01G239700	1
Pd1	Dense Pubescence 1 gene	glyma.Wm82.gnm2.ann1.Glyma.01G240100	1
COBL1	Regulates cell wall expansion and cellulose depostion gene 1	glyma.Wm82.gnm2.ann1.Glyma.01G240200	1
PMEI8	Pectin Methylesterase Inhibitor gene 8	glyma.Wm82.gnm2.ann1.Glyma.01G240300	1
LEA2-4	late embryogenesis abundant 2 gene 4	glyma.Wm82.gnm2.ann1.Glyma.01G240600	1
CRK3	cysteine-rich receptor-like protein kinase gene 3	glyma.Wm82.gnm2.ann1.Glyma.01G240800	1
CRK4	cysteine-rich receptor-like protein kinase gene 4	glyma.Wm82.gnm2.ann1.Glyma.01G240900	1
CRK5	cysteine-rich receptor-like protein kinase gene 5	glyma.Wm82.gnm2.ann1.Glyma.01G241000	1
MGT1	Magnesium Transporter gene 1	glyma.Wm82.gnm2.ann1.Glyma.01G242000	1
C2-5	C2-domain containing protein gene 5	glyma.Wm82.gnm2.ann1.Glyma.01G244500	1
CHR3	Chromatin Remodeling Protein gene 3	glyma.Wm82.gnm2.ann1.Glyma.01G244700	1
B3-05	B3 Transcription Factor gene 5	glyma.Wm82.gnm2.ann1.Glyma.01G244800	1
HDA1	histone deacetylase 1 gene	glyma.Wm82.gnm2.ann1.Glyma.01G245100	1
IAA4	Indole-3-Acetic Acid Responsive gene 4	glyma.Wm82.gnm2.ann1.Glyma.02G000500	1
SEOA	sieve element occlusion gene a	glyma.Wm82.gnm2.ann1.Glyma.02G000700	1
KCS1 	3-ketoacyl-CoA Synthase 1 gene	glyma.Wm82.gnm2.ann1.Glyma.02G001500	1
SCAM-5	calmodulin gene 5	glyma.Wm82.gnm2.ann1.Glyma.02G002100	1
SPX-PHO1-2	SPX-PHO 1 containing protein gene 2	glyma.Wm82.gnm2.ann1.Glyma.02G003700	1
PHO1-H1	phosphate transporter PHO1-like	glyma.Wm82.gnm2.ann1.Glyma.02G003700	0
PHO1.2	PHO Phosphate Trasporter group 1 gene 1.2	glyma.Wm82.gnm2.ann1.Glyma.02G003700	0
IQD4	protein IQ-DOMAIN gene 4	glyma.Wm82.gnm2.ann1.Glyma.02G004600	1
CRY2B	Cryptochrome 2-like gene	glyma.Wm82.gnm2.ann1.Glyma.02G005700	1
PHT1-14	inorganic phosphate transporter gene 1-14	glyma.Wm82.gnm2.ann1.Glyma.02G005800	1
PHT1.1	Phosphate Trasporter group 1 gene 1.1	glyma.Wm82.gnm2.ann1.Glyma.02G005800	0
TOPP1	TOPP-type protein phosphatase gene 1	glyma.Wm82.gnm2.ann1.Glyma.02G006000	1
ERF6	Ethylene-Responsive Factor gene 6	glyma.Wm82.gnm2.ann1.Glyma.02G006200	1
ERF7	Ethylene-Responsive Factor gene 7	glyma.Wm82.gnm2.ann1.Glyma.02G006300	1
IAA5	Indole-3-Acetic Acid Responsive gene 5	glyma.Wm82.gnm2.ann1.Glyma.02G007300	1
chitinaseII-1	Chitinase Group 2 gene 1	glyma.Wm82.gnm2.ann1.Glyma.02G007400	1
ABCB21L-2	ABC transporter B family member 21-like gene 2	glyma.Wm82.gnm2.ann1.Glyma.02G008000	1
ABCB2	ATP-Binding Cassette B/P-Glycoprotein gene 2	glyma.Wm82.gnm2.ann1.Glyma.02G008000	0
PMEI9	Pectin Methylesterase Inhibitor gene 9	glyma.Wm82.gnm2.ann1.Glyma.02G008300	1
PMEI10	Pectin Methylesterase Inhibitor gene 10	glyma.Wm82.gnm2.ann1.Glyma.02G008400	1
ATG8i	autophagy-related protein 8 gene i	glyma.Wm82.gnm2.ann1.Glyma.02G008800	1
POD6	Peroxidase gene 6	glyma.Wm82.gnm2.ann1.Glyma.02G008900	1
MYB76	MYB transcription factor 76 gene	glyma.Wm82.gnm2.ann1.Glyma.02G009800	1
GA2OX1	gibberellin 2-beta-dioxygenase gene 1	glyma.Wm82.gnm2.ann1.Glyma.02G010100	1
WRKY9	WRKY Transcription Factor gene 9	glyma.Wm82.gnm2.ann1.Glyma.02G010900	1
PMEI11	Pectin Methylesterase Inhibitor gene 11	glyma.Wm82.gnm2.ann1.Glyma.02G011500	1
LE1	lectin gene	glyma.Wm82.gnm2.ann1.Glyma.02G012600	1
Le1-1	Lectin 1 gene 1	glyma.Wm82.gnm2.ann1.Glyma.02G012600	0
ERF8	Ethylene-Responsive Factor gene 8	glyma.Wm82.gnm2.ann1.Glyma.02G016100	1
EBP	ERF protein gene	glyma.Wm82.gnm2.ann1.Glyma.02G016100	0
CEL7	alpha family endo-beta-1,4-glucanase gene	glyma.Wm82.gnm2.ann1.Glyma.02G016400	1
PMEI12	Pectin Methylesterase Inhibitor gene 12	glyma.Wm82.gnm2.ann1.Glyma.02G016500	1
PMEI13	Pectin Methylesterase Inhibitor gene 13	glyma.Wm82.gnm2.ann1.Glyma.02G016600	1
PMEI14	Pectin Methylesterase Inhibitor gene 14	glyma.Wm82.gnm2.ann1.Glyma.02G016700	1
HIUHase	hydroxyisourate hydrolase gene	glyma.Wm82.gnm2.ann1.Glyma.02G018700	1
IQD5	protein IQ-DOMAIN gene 5	glyma.Wm82.gnm2.ann1.Glyma.02G019700	1
WHY2	Whirly gene 2	glyma.Wm82.gnm2.ann1.Glyma.02G019900	1
WHY3	Whirly gene 3	glyma.Wm82.gnm2.ann1.Glyma.02G020400	1
PLP1	PAS/LOV protein 1 gene	glyma.Wm82.gnm2.ann1.Glyma.02G022000	1
HDL57	homeodomain-leucine zipper protein gene 57	glyma.Wm82.gnm2.ann1.Glyma.02G022300	1
GSTIR	TIR-NBS-LRR type disease resistance protein gene	glyma.Wm82.gnm2.ann1.Glyma.02G023800	1
WAK2	Wall Associated Kinase gene 2	glyma.Wm82.gnm2.ann1.Glyma.02G024400	1
GSTU8	tau class glutathione S-transferase gene 8	glyma.Wm82.gnm2.ann1.Glyma.02G024800	1
MYB138	MYB transcription factor 138 gene	glyma.Wm82.gnm2.ann1.Glyma.02G026300	1
RR01	Ubiquitous, Response Regulator Type-A gene 1	glyma.Wm82.gnm2.ann1.Glyma.02G027400	1
SLTI114	matrix metalloproteinase gene	glyma.Wm82.gnm2.ann1.Glyma.02G028100	1
FBXL4	F-Box-like gene with LRR domain gene 4	glyma.Wm82.gnm2.ann1.Glyma.02G029800	1
ANK9	Ankyrin Repeat protein gene 9	glyma.Wm82.gnm2.ann1.Glyma.02G033700	1
ANK6	ankyrin repeats-containing protein	glyma.Wm82.gnm2.ann1.Glyma.02G033700	0
ALDH2B2	aldehyde dehydrogenase family 2 member B2 gene	glyma.Wm82.gnm2.ann1.Glyma.02G034000	1
CRK6	cysteine-rich receptor-like protein kinase gene 6	glyma.Wm82.gnm2.ann1.Glyma.02G037100	1
CRK7	cysteine-rich receptor-like protein kinase gene 7	glyma.Wm82.gnm2.ann1.Glyma.02G037200	1
ABCB-1	ABC transporter B family member chloroplastic isoform X1 gene 1	glyma.Wm82.gnm2.ann1.Glyma.02G038800	1
ERF9	Ethylene-Responsive Factor gene 9	glyma.Wm82.gnm2.ann1.Glyma.02G039300	1
ERF9	Ethylene-responsive factor gene 9	glyma.Wm82.gnm2.ann1.Glyma.02G039300	0
ESR1	ethylene-responsive transcription factor ESR1 gene	glyma.Wm82.gnm2.ann1.Glyma.02G039300	0
SVPL	MADS-box protein SVP-like gene	glyma.Wm82.gnm2.ann1.Glyma.02G041500	1
SAT2	Serine Acetyltransferase gene 2	glyma.Wm82.gnm2.ann1.Glyma.02G042000	1
CHIA1	chitinase class I	glyma.Wm82.gnm2.ann1.Glyma.02G042500	1
chitinaseI-2	Chitinase Group 1 gene 2	glyma.Wm82.gnm2.ann1.Glyma.02G042500	0
GELP6	GDSL-type esterase/lipase protein gene 6	glyma.Wm82.gnm2.ann1.Glyma.02G043300	1
AMT4.4	ammonium transporter 4 gene 4	glyma.Wm82.gnm2.ann1.Glyma.02G043700	1
FDL02	Flowering Locus D-like gene 2	glyma.Wm82.gnm2.ann1.Glyma.02G045500	1
FDb1	Flowering Locus Db gene 1	glyma.Wm82.gnm2.ann1.Glyma.02G045500	0
GELP7	GDSL-type esterase/lipase protein gene 7	glyma.Wm82.gnm2.ann1.Glyma.02G046000	1
GELP8	GDSL-type esterase/lipase protein gene 8	glyma.Wm82.gnm2.ann1.Glyma.02G046500	1
HK09	Ubiquitous, Histidine Kinase gene 9	glyma.Wm82.gnm2.ann1.Glyma.02G046600	1
CDPK3	Calcium-Dependent Protein Kinases gene 3	glyma.Wm82.gnm2.ann1.Glyma.02G048300	1
F3H	flavanone 3-hydroxylase gene	glyma.Wm82.gnm2.ann1.Glyma.02G048400	1
RPL2	ribosomal protein L2 gene	glyma.Wm82.gnm2.ann1.Glyma.02G049300	1
NAC153	NAC domain-containing protein gene 153	glyma.Wm82.gnm2.ann1.Glyma.02G050100	1
ALDH3F1	aldehyde dehydrogenase family 3 member F1 gene	glyma.Wm82.gnm2.ann1.Glyma.02G051500	1
SFH3	Sec14 homology protein 3 gene	glyma.Wm82.gnm2.ann1.Glyma.02G053200	1
SABATH3	SABATH gene 3	glyma.Wm82.gnm2.ann1.Glyma.02G053900	1
SABATH4	SABATH gene 4	glyma.Wm82.gnm2.ann1.Glyma.02G054200	1
SABATH2	salicylic acid methyl transferase-like protein gene	glyma.Wm82.gnm2.ann1.Glyma.02G054200	0
SAMT1.02	salicylic acid methyltransferase gene	glyma.Wm82.gnm2.ann1.Glyma.02G054200	0
TLP2	Tubby-like Protein gene 2	glyma.Wm82.gnm2.ann1.Glyma.02G055300	1
PITP2	Phosphatidylinositol Transfer Protein-like gene 2	glyma.Wm82.gnm2.ann1.Glyma.02G057200	1
GLN4	Glutamine Synthase gene 4	glyma.Wm82.gnm2.ann1.Glyma.02G060666	1
BTB005	BTB gene 5	glyma.Wm82.gnm2.ann1.Glyma.02G061400	1
WAK3	Wall Associated Kinase gene 3	glyma.Wm82.gnm2.ann1.Glyma.02G061700	1
GELP9	GDSL-type esterase/lipase protein gene 9	glyma.Wm82.gnm2.ann1.Glyma.02G062600	1
DOF2.1	Dof transcription factor Chr. 2 gene 1	glyma.Wm82.gnm2.ann1.Glyma.02G062700	1
RNS5	RNaseT2 protein gene 5	glyma.Wm82.gnm2.ann1.Glyma.02G064100	1
RNS13	RNaseT2 protein gene 13	glyma.Wm82.gnm2.ann1.Glyma.02G064200	1
RNS4	RNaseT2 protein gene 4	glyma.Wm82.gnm2.ann1.Glyma.02G064300	1
RNS3	RNaseT2 protein gene 3	glyma.Wm82.gnm2.ann1.Glyma.02G064400	1
PHT3.2	Phosphate Trasporter group 3 gene 3.2	glyma.Wm82.gnm2.ann1.Glyma.02G065800	1
ERF10	Ethylene-Responsive Factor gene 10	glyma.Wm82.gnm2.ann1.Glyma.02G066200	1
ERF11	Ethylene-Responsive Factor gene 11	glyma.Wm82.gnm2.ann1.Glyma.02G067600	1
MGT2	Magnesium Transporter gene 2	glyma.Wm82.gnm2.ann1.Glyma.02G068000	1
FT2C	flowering locus T 2 gene c	glyma.Wm82.gnm2.ann1.Glyma.02G069200	1
FT2c-N	Flowering Locus T 2c-N gene	glyma.Wm82.gnm2.ann1.Glyma.02G069200	0
FT	FLOWERING LOCUS T 	glyma.Wm82.gnm2.ann1.Glyma.02G069500	1
SIP1-1	aquaporin SIP1-1 gene	glyma.Wm82.gnm2.ann1.Glyma.02G069800	1
NAC006	NAC domain-containing protein gene 6	glyma.Wm82.gnm2.ann1.Glyma.02G070000	1
GLN5	Glutamine Synthase gene 5	glyma.Wm82.gnm2.ann1.Glyma.02G070500	1
NAC007	NAC domain-containing protein gene 7	glyma.Wm82.gnm2.ann1.Glyma.02G070600	1
PHR3	MYB-CC domain-containing transcription factor PHR3 gene	glyma.Wm82.gnm2.ann1.Glyma.02G070900	1
PPR11	Pentatricopeptide-Repeat protein gene 11	glyma.Wm82.gnm2.ann1.Glyma.02G071600	1
ERF12	Ethylene-Responsive Factor gene 12	glyma.Wm82.gnm2.ann1.Glyma.02G072800	1
PIP2-9	aquaporin PIP2-9 gene	glyma.Wm82.gnm2.ann1.Glyma.02G073600	1
PIP2-12	aquaporin PIP2-12 gene	glyma.Wm82.gnm2.ann1.Glyma.02G073700	1
GR-1b	Cytosolic glutathione reductase 1 gene b	glyma.Wm82.gnm2.ann1.Glyma.02G074200	1
DMP10	DUF679 membrane protein gene 10	glyma.Wm82.gnm2.ann1.Glyma.02G075800	1
PM31	seed maturation protein PM31 gene	glyma.Wm82.gnm2.ann1.Glyma.02G076600	1
RSP13	ribosomal protein S13 gene	glyma.Wm82.gnm2.ann1.Glyma.02G078000	1
PMEI15	Pectin Methylesterase Inhibitor gene 15	glyma.Wm82.gnm2.ann1.Glyma.02G080000	1
ERF13	Ethylene-Responsive Factor gene 13	glyma.Wm82.gnm2.ann1.Glyma.02G080200	1
TLP3	Tubby-like Protein gene 3	glyma.Wm82.gnm2.ann1.Glyma.02G081800	1
4CL	4-coumarate--CoA ligase-like 7-like gene	glyma.Wm82.gnm2.ann1.Glyma.02G084400	1
ANK10	Ankyrin Repeat protein gene 10	glyma.Wm82.gnm2.ann1.Glyma.02G084900	1
PITP3	Phosphatidylinositol Transfer Protein-like gene 3	glyma.Wm82.gnm2.ann1.Glyma.02G086000	1
SWEET1	sucrose effluxer gene 1 gene	glyma.Wm82.gnm2.ann1.Glyma.02G088400	1
SWEET1	sugar efflux transporter SWEET1 gene	glyma.Wm82.gnm2.ann1.Glyma.02G088400	0
WAK4	Wall Associated Kinase gene 4	glyma.Wm82.gnm2.ann1.Glyma.02G088700	1
Actin11	Actin 11 gene	glyma.Wm82.gnm2.ann1.Glyma.02G091900	1
DOF2.2	Dof transcription factor Chr. 2 gene 2	glyma.Wm82.gnm2.ann1.Glyma.02G092700	1
MED37-1	Mediator Complex 37 gene 1	glyma.Wm82.gnm2.ann1.Glyma.02G093200	1
C2-6	C2-domain containing protein gene 6	glyma.Wm82.gnm2.ann1.Glyma.02G093500	1
WOX02	Wuschel-related homeobox transcription factor gene 2	glyma.Wm82.gnm2.ann1.Glyma.02G093900	1
ABCB20L-2	ABC transporter B family member 20-like gene 2	glyma.Wm82.gnm2.ann1.Glyma.02G094800	1
ABCB25	ATP-Binding Cassette B/P-Glycoprotein gene 25	glyma.Wm82.gnm2.ann1.Glyma.02G094800	0
G6PDH5	Glucose-6-phosphate dehydrogenase gene 5	glyma.Wm82.gnm2.ann1.Glyma.02G096800	1
ALMT4	aluminum-activated malate transporter family protein gene 4	glyma.Wm82.gnm2.ann1.Glyma.02G097700	1
bZIP12	Basic leucine zipper transcription factor-like protein gene 12	glyma.Wm82.gnm2.ann1.Glyma.02G097900	1
TGA02	bZIP transcription factor gene 2	glyma.Wm82.gnm2.ann1.Glyma.02G097900	0
TGA02	TGA transcription factor gene 2	glyma.Wm82.gnm2.ann1.Glyma.02G097900	0
MED25-1	Mediator Complex 25 gene 1	glyma.Wm82.gnm2.ann1.Glyma.02G098300	1
MED25-3	Mediator Complex 25 gene 3	glyma.Wm82.gnm2.ann1.Glyma.02G098500	1
B3-06	B3 Transcription Factor gene 6	glyma.Wm82.gnm2.ann1.Glyma.02G099500	1
NAC008	NAC domain-containing protein gene 8	glyma.Wm82.gnm2.ann1.Glyma.02G100200	1
SIK1	stress-induced receptor-like kinase 1 gene	glyma.Wm82.gnm2.ann1.Glyma.02G100300	1
WAK5	Wall Associated Kinase gene 5	glyma.Wm82.gnm2.ann1.Glyma.02G100300	0
WAK6	Wall Associated Kinase gene 6	glyma.Wm82.gnm2.ann1.Glyma.02G100400	1
BHLH30	Basic helix-loop-helix transcription factor 30 gene	glyma.Wm82.gnm2.ann1.Glyma.02G100700	1
PPR12	Pentatricopeptide-Repeat protein gene 12	glyma.Wm82.gnm2.ann1.Glyma.02G102000	1
ZOU-2	bHLH transcription factor ZOU-2 gene	glyma.Wm82.gnm2.ann1.Glyma.02G103100	1
ZOU-1	bHLH transcription factor ZOU-1 gene	glyma.Wm82.gnm2.ann1.Glyma.02G103200	1
CYP45	peptidyl-prolyl cis-trans isomerase CYP45 gene	glyma.Wm82.gnm2.ann1.Glyma.02G105500	1
TCP2	Teosinte branched1 and cycloidea and proliferating cell factor family protein gene 2	glyma.Wm82.gnm2.ann1.Glyma.02G105900	1
SLD1.2	delta-8-sphingolipid desaturase 1	glyma.Wm82.gnm2.ann1.Glyma.02G106300	1
SLD2-1	delta-8-fatty-acid desaturase 2 gene 1	glyma.Wm82.gnm2.ann1.Glyma.02G106300	0
NAC009	NAC domain-containing protein gene 9	glyma.Wm82.gnm2.ann1.Glyma.02G107000	1
RNS1	RNaseT2 protein gene 1	glyma.Wm82.gnm2.ann1.Glyma.02G107900	1
RNS7	RNaseT2 protein gene 7	glyma.Wm82.gnm2.ann1.Glyma.02G108000	1
PHR4	MYB-CC domain-containing transcription factor PHR4 gene	glyma.Wm82.gnm2.ann1.Glyma.02G108500	1
CDF3b	Cycling Dof Factor 3 gene b	glyma.Wm82.gnm2.ann1.Glyma.02G108600	1
DOF2.3	Dof transcription factor Chr. 2 gene 3	glyma.Wm82.gnm2.ann1.Glyma.02G108600	0
EXP4	expansin gene 4	glyma.Wm82.gnm2.ann1.Glyma.02G109100	1
NAC010	NAC domain-containing protein gene 10	glyma.Wm82.gnm2.ann1.Glyma.02G109800	1
NAC26	NAC domain-containing protein gene 26	glyma.Wm82.gnm2.ann1.Glyma.02G109800	0
NAC29	NAC domain-containing protein gene 29	glyma.Wm82.gnm2.ann1.Glyma.02G109800	0
PHO1-H13	PHO1 family protein gene H13	glyma.Wm82.gnm2.ann1.Glyma.02G110600	1
PHO1.3	PHO Phosphate Trasporter group 1 gene 1.3	glyma.Wm82.gnm2.ann1.Glyma.02G110600	0
SPX-PHO1-3	SPX-PHO 1 containing protein gene 3	glyma.Wm82.gnm2.ann1.Glyma.02G110600	0
WRKY11	WRKY Transcription Factor gene 11	glyma.Wm82.gnm2.ann1.Glyma.02G112100	1
EIF5A	eukaryotic translation initiation factor 5A gene	glyma.Wm82.gnm2.ann1.Glyma.02G112400	1
chitinaseIII-2	Chitinase Group 3 gene 2	glyma.Wm82.gnm2.ann1.Glyma.02G113600	1
ANK11	Ankyrin Repeat protein gene 11	glyma.Wm82.gnm2.ann1.Glyma.02G113900	1
WRKY12	WRKY Transcription Factor gene 12	glyma.Wm82.gnm2.ann1.Glyma.02G115200	1
SGF14f	14-3-3 protein SGF14 gene f	glyma.Wm82.gnm2.ann1.Glyma.02G115900	1
GLN6	Glutamine Synthase gene 6	glyma.Wm82.gnm2.ann1.Glyma.02G116100	1
PAP1	Purple acid phosphatase gene 1	glyma.Wm82.gnm2.ann1.Glyma.02G117000	1
MGT3	Magnesium Transporter gene 3	glyma.Wm82.gnm2.ann1.Glyma.02G117100	1
PPR13	Pentatricopeptide-Repeat protein gene 13	glyma.Wm82.gnm2.ann1.Glyma.02G118600	1
SABATH5	SABATH gene 5	glyma.Wm82.gnm2.ann1.Glyma.02G121000	1
CrRLk1L01	CrRLK1-Like Kinase 1 gene 1	glyma.Wm82.gnm2.ann1.Glyma.02G121900	1
CrRLk1L02	CrRLK1-Like Kinase 1 gene 2	glyma.Wm82.gnm2.ann1.Glyma.02G122000	1
MLRK1	Malectin-Like Receptor Kinase 1 gene	glyma.Wm82.gnm2.ann1.Glyma.02G122000	0
GELP10	GDSL-type esterase/lipase protein gene 10	glyma.Wm82.gnm2.ann1.Glyma.02G124000	1
GH3.1	auxin synthesis-related protein 3 gene 1	glyma.Wm82.gnm2.ann1.Glyma.02G125600	1
bZIP13	Basic leucine zipper transcription factor-like protein gene 13	glyma.Wm82.gnm2.ann1.Glyma.02G126100	1
PSK-GAMMA1	phytosulfokine-gamma1 gene	glyma.Wm82.gnm2.ann1.Glyma.02G126200	1
SAMDC	S-adenosylmethionine decarboxylase gene	glyma.Wm82.gnm2.ann1.Glyma.02G128000	1
ALA16	Aminophospholipid ATPase gene 16	glyma.Wm82.gnm2.ann1.Glyma.02G129500	1
PHO1.4	PHO Phosphate Trasporter group 1 gene 1.4	glyma.Wm82.gnm2.ann1.Glyma.02G130200	1
PHO1-H14	PHO1 family protein gene H14	glyma.Wm82.gnm2.ann1.Glyma.02G130200	0
SPX-PHO1-4	SPX-PHO 1 containing protein gene 4	glyma.Wm82.gnm2.ann1.Glyma.02G130200	0
CHS10	chalcone synthase gene 10	glyma.Wm82.gnm2.ann1.Glyma.02G130400	1
CHS6c	Chalcone and stilbene synthases, C-terminal domain; Chalcone and stilbene synthases, N-terminal domain 6 gene c	glyma.Wm82.gnm2.ann1.Glyma.02G130400	0
ABCG21L-5	ABC transporter G family member 21-like gene 5	glyma.Wm82.gnm2.ann1.Glyma.02G130600	1
PEPC2	Phosphoenolpyruvate carboxylase gene 2	glyma.Wm82.gnm2.ann1.Glyma.02G130700	1
PMEI16	Pectin Methylesterase Inhibitor gene 16	glyma.Wm82.gnm2.ann1.Glyma.02G131400	1
ABF1	ABF1 bZIP transcription factor 1 gene	glyma.Wm82.gnm2.ann1.Glyma.02G131700	1
bZIP1	bZIP transcription factor 1 gene	glyma.Wm82.gnm2.ann1.Glyma.02G131700	0
bZIP14	Basic leucine zipper transcription factor-like protein gene 14	glyma.Wm82.gnm2.ann1.Glyma.02G131700	0
NIR	nitrate reductase gene	glyma.Wm82.gnm2.ann1.Glyma.02G132100	1
NIR1-1	nitrate reductase 1 gene 1	glyma.Wm82.gnm2.ann1.Glyma.02G132100	0
ERF14	Ethylene-Responsive Factor gene 14	glyma.Wm82.gnm2.ann1.Glyma.02G132500	1
GLN7	Glutamine Synthase gene 7	glyma.Wm82.gnm2.ann1.Glyma.02G132600	1
PPR14	Pentatricopeptide-Repeat protein gene 14	glyma.Wm82.gnm2.ann1.Glyma.02G133100	1
ATG2a	autophagy-related gene 2a	glyma.Wm82.gnm2.ann1.Glyma.02G133400	1
KRP6	Kip-Related Protein gene 6	glyma.Wm82.gnm2.ann1.Glyma.02G133700	1
CYP17	peptidyl-prolyl cis-trans isomerase CYP17 gene	glyma.Wm82.gnm2.ann1.Glyma.02G134800	1
POD7	Peroxidase gene 7	glyma.Wm82.gnm2.ann1.Glyma.02G135100	1
POD8	Peroxidase gene 8	glyma.Wm82.gnm2.ann1.Glyma.02G135200	1
SnRK2-3	SNF2-Related Kinase gene 3	glyma.Wm82.gnm2.ann1.Glyma.02G135500	1
C2-7	C2-domain containing protein gene 7	glyma.Wm82.gnm2.ann1.Glyma.02G137500	1
C2-8	C2-domain containing protein gene 8	glyma.Wm82.gnm2.ann1.Glyma.02G137700	1
IQD6	protein IQ-DOMAIN gene 6	glyma.Wm82.gnm2.ann1.Glyma.02G138000	1
SACPD-B	stearoyl-acyl carrier protein desaturase gene B	glyma.Wm82.gnm2.ann1.Glyma.02G138100	1
ACPD	stearoyl-acyl carrier protein desaturase	glyma.Wm82.gnm2.ann1.Glyma.02G138100	0
ACPD-1	stearoyl-acyl carrier protein desaturase gene 1	glyma.Wm82.gnm2.ann1.Glyma.02G138100	0
FAB2	omega-6 fatty acid desaturase gene	glyma.Wm82.gnm2.ann1.Glyma.02G138100	0
SACPD	stearoyl-acyl carrier protein desaturase gene	glyma.Wm82.gnm2.ann1.Glyma.02G138100	0
SAD1	stearoyl-acyl carrier protein desaturase 1 gene	glyma.Wm82.gnm2.ann1.Glyma.02G138100	0
MAPK2	mitogen-activated protein kinase 2 gene	glyma.Wm82.gnm2.ann1.Glyma.02G138800	1
NIP7-1	aquaporin NIP7 gene 1	glyma.Wm82.gnm2.ann1.Glyma.02G140500	1
GR	glutathione reductase gene	glyma.Wm82.gnm2.ann1.Glyma.02G141800	1
GR-2b	Chloroplastic glutathione reductase 2 gene b	glyma.Wm82.gnm2.ann1.Glyma.02G141800	0
GSH1	gamma glutamylcysteine synthestase 1 gene	glyma.Wm82.gnm2.ann1.Glyma.02G142000	1
IAA6	Indole-3-Acetic Acid Responsive gene 6	glyma.Wm82.gnm2.ann1.Glyma.02G142400	1
IAA7	Indole-3-Acetic Acid Responsive gene 7	glyma.Wm82.gnm2.ann1.Glyma.02G142500	1
IAA8	Indole-3-Acetic Acid Responsive gene 8	glyma.Wm82.gnm2.ann1.Glyma.02G142600	1
HTA8	HISTONE H2A 8 gene	glyma.Wm82.gnm2.ann1.Glyma.02G143200	1
AMT4.5	ammonium transporter 4 gene 5	glyma.Wm82.gnm2.ann1.Glyma.02G143500	1
PPR15	Pentatricopeptide-Repeat protein gene 15	glyma.Wm82.gnm2.ann1.Glyma.02G144100	1
BTB006	BTB gene 6	glyma.Wm82.gnm2.ann1.Glyma.02G144600	1
MCCA	3-methylcrotonyl-CoA carboxylase 1 gene	glyma.Wm82.gnm2.ann1.Glyma.02G145300	1
SBP2	sucrose-binding protein 2 gene	glyma.Wm82.gnm2.ann1.Glyma.02G145700	1
FBXL5	F-Box-like gene with LRR domain gene 5	glyma.Wm82.gnm2.ann1.Glyma.02G147200	1
ALMT5	aluminum-activated malate transporter family protein gene 5	glyma.Wm82.gnm2.ann1.Glyma.02G147900	1
BTB007	BTB gene 7	glyma.Wm82.gnm2.ann1.Glyma.02G149600	1
ALKBH10-1	AlkB homologue 10 gene 1	glyma.Wm82.gnm2.ann1.Glyma.02G149900	1
ALKBH10-9	AlkB homologue 10 gene 9	glyma.Wm82.gnm2.ann1.Glyma.02G149900	0
HP09	Ubiquitous, Phosphotransfer Protein gene 9	glyma.Wm82.gnm2.ann1.Glyma.02G150800	1
ANK12	Ankyrin Repeat protein gene 12	glyma.Wm82.gnm2.ann1.Glyma.02G151200	1
POD9	Peroxidase gene 9	glyma.Wm82.gnm2.ann1.Glyma.02G151700	1
TLP4	Tubby-like Protein gene 4	glyma.Wm82.gnm2.ann1.Glyma.02G152700	1
FBXL6	F-Box-like gene with LRR domain gene 6	glyma.Wm82.gnm2.ann1.Glyma.02G152800	1
TIR1A	protein TRANSPORT INHIBITOR RESPONSE 1A gene	glyma.Wm82.gnm2.ann1.Glyma.02G152800	0
COL13	Constans-like 13 gene	glyma.Wm82.gnm2.ann1.Glyma.02G152900	1
BTB008	BTB gene 8	glyma.Wm82.gnm2.ann1.Glyma.02G153500	1
GSTF1	glutathione S-transferase F1 gene	glyma.Wm82.gnm2.ann1.Glyma.02G154300	1
GSTF2	glutathione S-transferase F2 gene	glyma.Wm82.gnm2.ann1.Glyma.02G154400	1
NTF2B-5	nucleus transporter 2B gene 5	glyma.Wm82.gnm2.ann1.Glyma.02G156200	1
NTF2B-6	nucleus transporter 2B gene 6	glyma.Wm82.gnm2.ann1.Glyma.02G156200	0
LSD1	Lys-Specific Demethylase 1 gene	glyma.Wm82.gnm2.ann1.Glyma.02G159100	1
FLD	Flowering locus D gene	glyma.Wm82.gnm2.ann1.Glyma.02G159100	0
PDR2L-1	Pleiotropic drug resistance 2-like isoform X1 gene 1	glyma.Wm82.gnm2.ann1.Glyma.02G159900	1
PPR16	Pentatricopeptide-Repeat protein gene 16	glyma.Wm82.gnm2.ann1.Glyma.02G160400	1
